"","x"
"124","랑종별점 - 총 10점 중2나홍진이 영화만들다 결말을 안알려주고 그만둠. 셔터감독이 결말을 모른채 급하게 마무리함. 이라고밖에 해석이 안됨 신고"
"125","랑종별점 - 총 10점 중4연기만 있고 줄거리는 없는 영화공포도 여운도 어정쩡한 도대체 감독은 어떤내용을 전달하고 싶었을까? 신고"
"126","랑종별점 - 총 10점 중6인시디어스, 곡성, 엑소시스트, 곤지암을 어설프게 섞어놓은 영화같음 신고"
"127","랑종별점 - 총 10점 중4곡성 팬으로서 엄청 기대하고 갔는데지나친 핸드헬드 촬영때문에 세번 토하고 오니 영화가 끝나버렸다. 나홍진표 공포물을 기대한다면 이번엔 아닌듯 싶다. 신고"
"128","랑종별점 - 총 10점 중9분위기에 압도. 다큐멘터리 형식덕에 느리지만 흠뻑 영화자체에 젖어간다. 신고"
"129","랑종별점 - 총 10점 중8다들 기대를 ㅈㄴ게 하고 보니까 재미가 없지 … 그냥 암 생각 없이 보고 오면 잼씀 신고"
"130","랑종별점 - 총 10점 중10오늘 낮에 건대에서 봣슴일단 셔터감독도 참여한 부분이라 소리나 툭튀로 놀랄거 생각하고 봐서그런지 그나마 카메라툭튀 유일하게 놀라는부분도 안놀랫슴 그리고 무엇보다 무서운부분은 없엇슴 영화 끝난뒤 실망하고 퇴장하려는데 이미 아무말없이 먼저 퇴장하고 잇는 사람들이엿슴 아무도 말안하고 소리도 안내고 조용히나감 영화관에서 수도없이 많은 영화를 봣는데 이렇게 조용히 퇴장하는 영화는 첨이엿음 대충 200명 안되게 잇엇슴 영화가 끝나서야 뭔가에 홀린듯 표정안좋은 사람들을 보고 뒤늦게 굉장히 무서웟슴 영화끝나고 무서웟지만 어쨋든 랑종 상영관에서 무서웟기 때문에 별점10드림 신고"
"131","랑종별점 - 총 10점 중2아니 나만 멀미남? 아니 진짜 아니 나만 멀미난거야? 신고"
"132","랑종별점 - 총 10점 중6계속 지루하다가 후반부에 좀 무서웠어요. 근데 무섭다기 보다는 좀 고어한 장면들이 많아 불편했습니다. 식인장면 등이 좀 많이 보기 불편하고 결론이 불분명하여 더 찝찝함이 많이 남네요. 쫄보기준 고어무비지 호러무비는 아닌것 같아요. 신고"
"133","랑종별점 - 총 10점 중6화면이 계속 흔들려서 멀미 쩔었음 멀미>>>무서움 신고"
"134","랑종별점 - 총 10점 중1영화 보지마세요. 돈아까워죽겠음 신고"
"135","랑종별점 - 총 10점 중7정신건강에 해로워요... 신고"
"136","랑종별점 - 총 10점 중2비급을 넘어선 씨급의 폐급영화.. 촬영기법도 너무 흔드리게 촬영해서 현장감보단 어지럽고 멀미나서 끝까지 보지못하고 나옴.. 결말을 모르겠음.. 신고"
"137","랑종별점 - 총 10점 중2진심 점프스퀘어로 놀란거빼고는 무서운거  자체가없음  그리고 꼭 발암캐릭터 넣어야했나 아오 신고"
"138","랑종별점 - 총 10점 중10난 무서워서 욕나오던데 ㅜㅜ 신고"
"139","랑종별점 - 총 10점 중1영화관 알바생입니다 ㅋㅋ 사람들 다 나오면서 욕함 신고"
"140","랑종별점 - 총 10점 중1진짜 진짜 안 무섭고 재미도 없고 보는 내내 역겨운 포르노 보는 것 같은 느낌이었음; 코시국이라 영화 보면서 뭘 못 먹게 해서 다행이지 안 그랬으면 속 뒤집어져서 고생했을 듯.. 게다가 영화에서 여성을 대하는 방식이 진심 어메이징하게 별로임 불필요한 연출과 구도 그리고 억지로 끼워 넣은 수위 높은 장면들이 어떤 의도를 가지고 연출했는지 투명하게 보여서 더더욱 보는 내내 열 받고 역겨웠음 왜 악귀가 들려서 주인공이 고통받는 그러한 과정들을 그렇게 여성 혐오 가득한 연출들로 표현할 수밖에 없었는지? 내용이랑 연결되지도 않고 맥락도 없는데 여성을 영화에 어떤 식으로 이용하고자 했는지 저엉말 잘 알겠습니다; 무섭고 뭐고 다 때려치우고 걍 더럽고 화나서 개정색하고 한참동안 스크린 노려보다가 나왔음 초반에는 진짜 다큐멘터리 같은 형식도 좋았고 태국의 무당에 대해서 다루는 내용도 흥미로웠는데 무엇을 위해 앞전 서사를 쌓았던 건지 모르겠음 뒤는 걍 개판 엉망진창인데 ㅋㅋ 돈 내고 영화관 가서 앉아서 랑종 보느니 집에서 학교 괴담을 정주행하는 게 훨씬 훨씬 더 이득임 진짜로 확신함 글구 본인이 동물 키운다 혹은 동물을 사랑하는 마음이 정말 털끝만큼이라도 남아있는 사람이다 > 무조건 나올 때 냅다 눈살 찌푸리고 개빡쳐서 나오게 될 거임 학창시절 원수가 본다고 해도 한 번 쯤은 말려볼 영화.. 갑자기 진짜 기분이 너무너무너무너무 좋아서 스스로를 자제시키고 싶다 아니면 나는 태생이 미간 빡빡 찌푸리고 사는 사람이다 이상성욕자다 하는 사람들은 도전한다면 뭐.. 말리지는 않겠는데 이 영화 재밌었다고 하면 우선 내 주변에는 지인으로 두고 싶지 않을 것 같음 신고"
"141","랑종별점 - 총 10점 중1별로 안무섭고 스토리가 뻔함. 뭔가 신선한 공포를 기대했다면 패스하셔도 됩니다 신고"
"142","랑종별점 - 총 10점 중1보지마세요 제발 그냥 눈감고 다른영호ㅡ 넷플에서 아무영화 눈감고 눌러서 봐도 이거보다 재밌습니다카메라는 갤럭시s6로찍은거 마냥 어지러워요 OO 쓰레기 영화 신고"
"143","랑종별점 - 총 10점 중10신들린 신들린 연기... 신고"
"144","랑종별점 - 총 10점 중8큰거 찍으려다 큰거에 단단히 찍혀버렸다. 신고"
"145","랑종별점 - 총 10점 중1아오 그냥 c급영화,,, 멀미만나고 역하다 신고"
"146","랑종별점 - 총 10점 중4눈물이 나네요 후..ㅋㅋ여배우 연기는 잘합니다ㅠㅠ진짜 신고"
"147","랑종별점 - 총 10점 중4다큐식의 영화이다보니 카메라가 많이 흔들리는데 속이 너무 미식거리고 신물 올라오다가 결국 토함. 본인 베그, 1인칭시점 게임 못함, 오바이트함; 영화는 쭉 볼만 하다가 후반부에서 절레절레… 신고"
"148","랑종별점 - 총 10점 중10이렇게 공포스럽지 않은 공포영화는 처음입니다,,, 신고"
"149","랑종별점 - 총 10점 중10지금 보고 왔습니다. 중반 이후 진짜 눈을 뗄 수가 없습니다.. 전신에 소름이 돋았습니다 신고"
"150","랑종별점 - 총 10점 중8다들 비슷한 말을 하지만 그냥 지극히 개인적으로는 무섭게 봤습니다 신고"
"151","랑종별점 - 총 10점 중10네이버 평점 별로여서 포기하고 봤는데 진심 조오오온나 무서움. 곡성보다 훨씬 무서움 신고"
"152","랑종별점 - 총 10점 중1지독하게 재미가 없다... 신고"
"153","랑종별점 - 총 10점 중10진짜 재밌게 봤는데 후기가 하나같이 혹평 밖에 없어서 살짝 당황했다. 분위기도 연출도 너무 좋았는데ㅜㅜㅜ 단, 고고마 빌런에 결말이 허무해져서 살짝 화나는 정도 신고"
"154","랑종별점 - 총 10점 중10ㄹㅇㅋ어오오옹오오너ㅓ어어어어엉 신고"
"155","랑종별점 - 총 10점 중3중반까진 명작의 반열에 오르나 싶었으나 그 이후로 총체적 난국. 신고"
"156","랑종별점 - 총 10점 중1첨에기대했는데내용이OOO임..무섭지도않음 신고"
"157","랑종별점 - 총 10점 중8흠 초반에 약간 지루한거빼곤 재밌었는데 이상하네 평점 너무 낮은건 이해가안되네 신고"
"158","랑종별점 - 총 10점 중10한녀들은 보지마라니들은 볼 자격도 없다 신고"
"159","랑종별점 - 총 10점 중10진짜 네이버평점 쓰레기고무서운장면 언제 나오나 기다리다 끝났다는 리뷰보고방심하고 영화보다가 기절할뻔했습니다개무서워서 잠도못자겠음 ㅠㅠ 신고"
"160","랑종별점 - 총 10점 중1와 진짜 재미없음 나가고싶은데참았다 최악의영화  아 영화도 아님 ㅋ 신고"
"161","랑종별점 - 총 10점 중10이정도로 후려치기 당할 영화는 아닌듯 싶은데, 추천순 보니까 지나치게 까이네.... 물론 연기같은 부분에서 아쉬운 점도 있었지만 그렇다 하더라도 연출이나 스토리가 되게 흥미진진하고 개무서웠는데ㅋㅋ10점 만점짜리는 아닌데 너무 후려치기 당해서 10점 줌ㅇㅇ 신고"
"162","랑종별점 - 총 10점 중6강아지하고 아기 불쌍하다 ㅠㅜㅜㅜ 신고"
"163","랑종별점 - 총 10점 중1K영화답게 해석적인 면에서나 공포의 공감대가 완벽히 한국영화 수준이며 한계를 보여준 작품.완전히 태국스럽게 가야했다.태국영화가 기괴한 것들이 많이나오는데유일하게 그건 잘 반영하긴 함. 신고"
"164","랑종별점 - 총 10점 중6연기는 정말 잘하더라고요 연기까지 못했으면 별점1점 그 이외엔.... 할만하않 신고"
"165","랑종별점 - 총 10점 중414000원짜라 야동보는느낌 쌉노잠 신고"
"166","랑종별점 - 총 10점 중1와... 진짜 봤던 영화중에 제일 심각한영화였음 안그래도 요즘 영화값 비싸져서 짜증났는데 돈 버리고 옴.. 무섭지도않고 노잼에 개지루했던영화임. 중간에 그냥 나가고싶었음. 공포보다 야동인줄 신고"
"167","랑종별점 - 총 10점 중2님으로 시작해서 밍으로 끝난 영화밍~~~!! 신고"
"168","랑종별점 - 총 10점 중2나홍진 감독 거품인거 이작품서 다 나오네요 신고"
"169","랑종별점 - 총 10점 중10역시 나홍진 해피엔딩은 없다 신고"
"170","랑종별점 - 총 10점 중10간만에 퀄리티높은 공포영화 봤습니다 신고"
"171","랑종별점 - 총 10점 중2야스야스야스, 식인식인식인영화다봄 ㅅㄱ 신고"
"172","랑종별점 - 총 10점 중10무서움 진짜 무서움... 신고"
"173","랑종별점 - 총 10점 중10중간중간 개빡치긴하지만 스토리가 신선해서너무 재밌음기괴한데 무서움 ...그래도 내용이 재밌었어요 신고"
"174","랑종별점 - 총 10점 중9진짜 무서웠습니다 밍의연기력은 최고였구요 그치만 너무 어지러워서 진짜 토할뻔했어요 신고"
"175","랑종별점 - 총 10점 중2가족이랑 보고 민망해 디지는줄 신고"
"176","랑종별점 - 총 10점 중8중반까지는 오싹 후반부에서는 아이러니 신고"
"177","랑종별점 - 총 10점 중2졸라징그러움 무서운거 못보는데 무섭진않음.다보고나면 속이안좋음 신고"
"178","랑종별점 - 총 10점 중6마케팅에 낚인거지 ㅉㅉ 초중반까지 흥미진진하게 보다가 후반가니깐 ㅋㅋ 좀비때더구만 ㅋㅋㅋㅋ어이가 없어서 ㅋㅋㅋㅋ 신고"
"179","랑종별점 - 총 10점 중10샤머니즘 좋아하면 무조건 보세요. 존잼이던데 왜 재미없다하징 신고"
"180","랑종별점 - 총 10점 중1페이크 다큐형식으로 진행한 영화입니다. 최근들어 유튜브를 통행 공포이야기에 대해 관심을 갖게 되었고, 돌비라디오를 통해 여러가지 이야기에 대해 알게 되었고, 이 영화가 개봉한다는 것을 알게되었습니다. 랑종은 태국말로 무당이라는 뜻이었고, 한국 무속신앙과 매우 유사함이 있음을 알게 되었습니다. 영화를 보니. 초반도입부는 뭐 그러려니 하는데. 본인이 섬기는 신에 대해 설명해주고, 이 신은 여자들에게만 오고 무당의 언니가 신내림 받기 싫어서 동생에게 떠 넘겨 무당이 되었고, 갑자기 무당 언니의 딸인 님에게서 신병 증세가 나타나 이상현상이 생기면서 이야기가 진행하게 됩니다. REC라면 개인이 카메라를 갖고 촬영을 해서 뭔가 1인칭 입장에서 겪는 공포를 보여주고자 했는데, 이건 ㅋㅋ 진짜 다큐식인데 억지로 짜맞춘 촬영방식이 영화를 잘 모르는 제가봐도 역겹더라구요.  님이 라는 애가 직장에서 짤리게 되는데 사장이 물건이 하나둘씩 사라지니 확인하려고 cctv를 봤는데 님이 아무 남자나 사업장에 데리고 와서 성관계를 하는 모습을 보고 짜르게 됩니다. 근데 굳이 이딴 영상을 넣을 필요가 있었을까. 합니다. 굳이 시청제한도 18세로 올리고, 왜 넣었는지는 전 남친(오빠의 아들 => 나무에 목메달고 자살함)의 빙의되서 남자들과 이런관계를 가졌다는 말을 하는데, 참 스토리도 3류인데 왜 자살했는지 나오지도 않고, 봉사하시는 할머니가 돌아간 이유도 안나오고, 스토리도 뻔합니다. 마지막에 님에 몸에 들어간 악귀를 퇴치하려고 하는데 절대 부적으로 봉한 딸의 방의 문을 열면 안되는데 열어버려서 악귀 봉인 실패하고, 퇴마의식 치르던분 다 죽고, 관련된 분들 다 죽는 뻔한 이야기~~~ 마지막에는 REC 찍는 줄 알았습니다. 갑자기 좀비영화 되요 ㅋㅋ 이유는 개고기를 팔다보니 원한이 쌓여서 그 혼들이 빙의를 한거겠죠... 이유는 알겠으나 너무 삼류 영화에요. 곡성이랑은 너무 비교가 됩니다. 신고"
"181","랑종별점 - 총 10점 중1페이크 다큐형식으로 진행한 영화입니다. 최근들어 유튜브를 통행 공포이야기에 대해 관심을 갖게 되었고, 돌비라디오를 통해 여러가지 이야기에 대해 알게 되었고, 이 영화가 개봉한다는 것을 알게되었습니다. 랑종은 태국말로 무당이라는 뜻이었고, 한국 무속신앙과 매우 유사함이 있음을 알게 되었습니다. 영화를 보니. 초반도입부는 뭐 그러려니 하는데. 본인이 섬기는 신에 대해 설명해주고, 이 신은 여자들에게만 오고 무당의 언니가 신내림 받기 싫어서 동생에게 떠 넘겨 무당이 되었고, 갑자기 무당 언니의 딸인 님에게서 신병 증세가 나타나 이상현상이 생기면서 이야기가 진행하게 됩니다. REC라면 개인이 카메라를 갖고 촬영을 해서 뭔가 1인칭 입장에서 겪는 공포를 보여주고자 했는데, 이건 ㅋㅋ 진짜 다큐식인데 억지로 짜맞춘 촬영방식이 영화를 잘 모르는 제가봐도 역겹더라구요.  님이 라는 애가 직장에서 짤리게 되는데 사장이 물건이 하나둘씩 사라지니 확인하려고 cctv를 봤는데 님이 아무 남자나 사업장에 데리고 와서 성관계를 하는 모습을 보고 짜르게 됩니다. 근데 굳이 이딴 영상을 넣을 필요가 있었을까. 합니다. 굳이 시청제한도 18세로 올리고, 왜 넣었는지는 전 남친(오빠의 아들 => 나무에 목메달고 자살함)의 빙의되서 남자들과 이런관계를 가졌다는 말을 하는데, 참 스토리도 3류인데 왜 자살했는지 나오지도 않고, 봉사하시는 할머니가 돌아간 이유도 안나오고, 스토리도 뻔합니다. 마지막에 님에 몸에 들어간 악귀를 퇴치하려고 하는데 절대 부적으로 봉한 딸의 방의 문을 열면 안되는데 열어버려서 악귀 봉인 실패하고, 퇴마의식 치르던분 다 죽고, 관련된 분들 다 죽는 뻔한 이야기~~~ 마지막에는 REC 찍는 줄 알았습니다. 갑자기 좀비영화 되요 ㅋㅋ 이유는 개고기를 팔다보니 원한이 쌓여서 그 혼들이 빙의를 한거겠죠... 이유는 알겠으나 너무 삼류 영화에요. 곡성이랑은 너무 비교가 됩니다. 신고"
